Version,Curso,ID_entrada,GLOSA,Clase Gramatical,DEFINICION,Composición,Secuencia,Definición especial,Imagen de la seña, Composición,Secuencia.1,Tipo de Seña,CM1,CM2,CM3,CM4,CM5,nombre_video
UEB,LSC0,2741,ADAPTAR ADAPTACIÓN 1,VERBO,"Acomodar, ajustar o modificar algo para que sea apto en otro uso o entorno. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Ea,Qe,C,Qe,,02741_adaptarada.mp4
UEB,LSC0,2742,ADAPTAR ADAPTACIÓN 2,VERBO,Variante de seña para la adaptación o acomodación a un contexto. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),J,,,,,02742_adaptarada.mp4
UEB,LSC1,2743,ADELANTAR,VERBO,Hacer avanzar algo o ponerlo delante de su posición previa. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,02743_adelantar.mp4
UEB,LSC0,2744,ADIESTRAR INSTRUIR,VERBO,"Enseñar, entrenar o instruir a alguien en un arte, oficio o habilidad. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Qe,,,,,02744_adiestrari.mp4
UEB,LSC0,2745,ADJUNTAR-CLIP ,VERBO,Añadir un archivo o documento digital empleando el icono de clip. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Be,Z,,,,02745_adjuntarcl.mp4
UEB,LSC0,2746,ANEXAR-HOJA,VERBO,Agregar o adjuntar un pliego u hoja de papel a un expediente. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),B,,,,,02746_anexarhoja.mp4
UEB,LSC0,2747,ADMIRAR 1,VERBO,"Contemplar con agrado, sorpresa o consideración excepcional. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),J,,,,,02747_admirar1.mp4
UEB,LSC1,2748,ADMIRAR 2,VERBO,Variante de seña para la admiración o asombro estético. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),Bl,,,,,02748_admirar2.mp4
UEB,LSC0,2749,ADMITIR ADMISIÓN,VERBO,"Dar entrada o aceptar a alguien en una institución, curso o empleo. (RAE)",SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),S,Bl,Be,,,02749_admitiradm.mp4
UEB,LSC0,2750,ADOBAR,VERBO,Sazonar carnes u otros alimentos con condimentos o especias. (RAE),SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),C,Bl,C,,,02750_adobar.mp4
UEB,LSC0,2751,ADOPTAR ADOPTIVO,VERBO,Recibir legalmente por hijo a quien no lo es biológicamente. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),J,S,,,,02751_adoptarado.mp4
UEB,LSC0,2752,ADORAR,VERBO,Reverenciar con suma devoción a un ser divino o profesar gran amor. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),B,,,,,02752_adorar.mp4
UEB,LSC0,2753,ADORMILAR,VERBO,Causar o sentir ligera somnolencia o sopor. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Pa,Pc,,,,02753_adormilar.mp4
UEB,LSC0,2754,ADORNAR ADORNO,VERBO, embellecer algo añadiéndole elementos decorativos. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Qe,J,,,,02754_adornarado.mp4
UEB,LSC0,2755,AFRONTAR,VERBO,"Hacer frente a un peligro, problema o situación adversa. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,02755_afrontar.mp4
UEB,LSC1,2756,AGARRAR,VERBO,Asir o prender con fuerza a alguien o algo con las manos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),J,S,,,,02756_agarrar.mp4
UEB,LSC0,2757,AGOTAR 1,VERBO,"Consumir por completo una provisión, recurso o paciencia. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),J,,,,,02757_agotar1.mp4
UEB,LSC0,2758,AGOTAR 2,VERBO,Variante de seña para cansancio extremo o agotamiento de existencias. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),J,S,,,,02758_agotar2.mp4
UEB,LSC0,2759,AJUSTAR,VERBO,Hacer concordar o encajar exactamente una pieza o acuerdo con otro. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),J,,,,,02759_ajustar.mp4
UEB,LSC0,2760,ALCANZAR,VERBO,"Llegar a tocar, golpear, igualar o alcanzar una meta u objeto. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),J,S,,,,02760_alcanzar.mp4
UEB,LSC0,2761,ALCANZAR (ALGO),VERBO,Llegar a tomar o tocar un objeto situado a cierta distancia. (RAE),SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),P,C,O,,,02761_alcanzaral.mp4
UEB,LSC1,2762,ALCANZAR (A ALGUIEN),VERBO,Juntarse con alguien que va adelante o atraparle. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),P,,,,,02762_alcanzaraa.mp4
UEB,LSC0,2763,ALCANZAR (EN PUNTAJES),VERBO,Igualar la puntuación o rendimiento de un competidor. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Ql,,,,,02763_alcanzaren.mp4
UEB,LSC1,2764,ALERTAR,VERBO,Avisar o prevenir a alguien sobre un peligro o riesgo inminente. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),P,,,,,02764_alertar.mp4
UEB,LSC0,2765,ALISAR,VERBO,"Dejar una superficie llana, lisa y sin arrugas ni asperezas. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,02765_alisar.mp4
UEB,LSC0,2766,ALIVIAR ALIVIADO,VERBO,"Disminuir la gravedad de una enfermedad, dolor o pena. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Qe,Af,,,,02766_aliviarali.mp4
UEB,LSC1,2767,ALOJAR ALOJAMIENTO,VERBO,"Dar hospedaje, aposento o morada a alguien. (RAE)",SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),B,C,Qe,,,02767_alojaraloj.mp4
UEB,LSC0,2768,ALTERNAR ALTERNARSE 1,VERBO,Sucederse alternativamente dos o más personas o cosas. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),P,,,,,02768_alternaral.mp4
UEB,LSC0,2769,ALTERNAR ALTERNARSE 2,VERBO,Variante de seña para el intercambio o alternancia sucesiva. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),P,,,,,02769_alternaral.mp4
UEB,LSC0,2770,AMAÑAR,VERBO,"Aclimatar, habituar o amaestrarse en un lugar u oficio. (RAE / Regionalismo)",SI,2 señas,SI,SI,SI,2 señas,Simétrica (tipo I),Bl,Y,,,,02770_amañar.mp4
UEB,LSC1,2771,AMASAR,VERBO,Trabajar una mezcla de harina o masa con las manos para unificarla. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Jc,S,,,,02771_amasar.mp4
UEB,LSC0,2772,AMONESTAR,VERBO,"Advertir, prevenir o reprender formalmente a alguien por su conducta. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Compuestas (tipo C),P,P,,,,02772_amonestar.mp4
UEB,LSC1,2773,AMPUTAR,VERBO,Extirpar una extremidad del cuerpo mediante intervención quirúrgica. (RAE),SI,2 señas,NO,SI,SI,2 señas,Asimétrica (tipo III),B,V,,,,02773_amputar.mp4
UEB,LSC0,2774,ANULAR CANCELAR,VERBO,"Dejar sin efecto un documento, contrato, evento o disposición. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),B,P,,,,02774_anularcanc.mp4
UEB,LSC0,2775,APLAUDIR (OYENTES),VERBO,Golpear las manos repetidamente en señal de aprobación o regocijo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,02775_aplaudiroy.mp4
UEB,LSC0,2776,APLAUDIR (SORDOS),VERBO,Agitar las manos en alto con los dedos abiertos como señal de aplauso visual en la comunidad sorda. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),J,,,,,02776_aplaudirso.mp4
UEB,LSC1,2777,ARRASTRAR (COSAS),VERBO,Tirar de un objeto por el suelo sin alzarlo. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Xf,,,,,02777_arrastrarc.mp4
UEB,LSC1,2778,ARRASTRAR (ANIMAL),VERBO,Desplazar un animal su cuerpo apoyado por el suelo. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),B,,,,,02778_arrastrara.mp4
UEB,LSC1,2779,ARRASTRAR (PERSONA),VERBO,Llevar a alguien por el suelo tirando de él. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),B,,,,,02779_arrastrarp.mp4
UEB,LSC0,2780,ARRIESGAR RIESGO,VERBO,Poner algo o a alguien en posible peligro de pérdida o daño. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),P,Xe,,,,02780_arriesgarr.mp4
UEB,LSC0,2781,ASALTAR ASALTO,VERBO,Atacar sorpresivamente a alguien para robarle o dañar. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),P,X,,,,02781_asaltarasa.mp4
UEB,LSC0,2782,ASCENDER ASCENSO,VERBO,Subir de un puesto inferior a otro de mayor jerarquía o categoría. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Qf,,,,,02782_ascenderas.mp4
UEB,LSC1,2783,ASCENDER (TRABAJO ESCALAFÓN),VERBO,Promoción oficial en la escala jerárquica laboral o académica. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Qf,,,,,02783_ascendertr.mp4
UEB,LSC0,2784,ASIGNAR DELEGAR,VERBO,"Otorgar o conferir una función, tarea o responsabilidad a alguien. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Xf,,,,,02784_asignardel.mp4
UEB,LSC1,2785,ASOMBRAR ATERRARSE 1,VERBO,"Causar gran admiración, sorpresa o pavor repentino. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),B,V,,,,02785_asombrarat.mp4
UEB,LSC1,2786,ASOMBRAR ATERRARSE 2,VERBO,Variante de seña para asombro o sobresalto profundo. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),J,,,,,02786_asombrarat.mp4
UEB,LSC1,2787,ATRAPAR,VERBO,"Asir, coger o pillar a alguien o algo que huye o se mueve. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),J,S,,,,02787_atrapar.mp4
UEB,LSC0,2788,AVANZAR 1,VERBO,"Moverse hacia adelante, progresar en una tarea o camino. (RAE)",SI,2 señas,SI,SI,SI,2 señas,Simétrica (tipo I),B,,,,,02788_avanzar1.mp4
UEB,LSC0,2789,AVANZAR 2,VERBO,Variante de seña para el progreso o avance continuado. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),B,,,,,02789_avanzar2.mp4
UEB,LSC1,2790,AZOTAR,VERBO,"Golpear fuertemente con azotes, fustas o por la fuerza del viento/agua. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Xf,,,,,02790_azotar.mp4
UEB,LSC0,2791,BLOQUEAR,VERBO,"Impedir el funcionamiento, paso o realización de un proceso. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),B,,,,,02791_bloquear.mp4
UEB,LSC1,2792,BOMBARDEAR,VERBO,Atacar arrojando bombas u hostigar masivamente con información/preguntas. (RAE),SI,3 señas,SI,SI,SI,3 señas,Compuestas (tipo C),Y,P,S,,,02792_bombardear.mp4
UEB,LSC1,2793,CELEBRAR,VERBO,Conmemorar un acontecimiento festivo o realizar una ceremonia. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),J,,,,,02793_celebrar.mp4
UEB,LSC0,2794,COLECCIONAR,VERBO,Reunir objetos de una misma clase por afición o interés sistemático. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,Jc,Qe,,,02794_colecciona.mp4
UEB,LSC1,2795,COMPARAR,VERBO,"Examinar dos o más cosas para descubrir sus relaciones, semejanzas o diferencias. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,02795_comparar.mp4
UEB,LSC0,2796,CONDECORAR,VERBO,Otorgar una condecoración o medalla en reconocimiento de méritos. (RAE),SI,2 señas,SI,SI,SI,2 señas,Asimétrica (tipo III),V,Okf,,,,02796_condecorar.mp4
UEB,LSC0,2797,CONFRONTAR,VERBO,"Carear, comparar o enfrentarse deliberadamente con alguien. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),C,S,,,,02797_confrontar.mp4
UEB,LSC0,2798,CONGELAR,VERBO,Hacer pasar un líquido a estado sólido por descenso de temperatura. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Jc,Gl,,,,02798_congelar.mp4
UEB,LSC0,2799,CORREGIR CORRECCIÓN,VERBO,"Enmendar, subsanar o rectificar errores o defectos. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,Xe,,,,02799_corregirco.mp4
UEB,LSC0,2800,CORROER,VERBO,Desgastar lentamente una superficie o material mediante acción química o fricción. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),S,O,,,,02800_corroer.mp4
UEB,LSC0,2801,CUAJAR,VERBO,Poner espeso un líquido o transformarlo en una masa sólida. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Xc,,,,,02801_cuajar.mp4
UEB,LSC1,2802,DEPORTAR,VERBO,Expulsar legalmente a alguien de un país hacia el extranjero. (RAE),SI,2 señas,SI,SI,SI,2 señas,Simétrica (tipo I),Jc,S,Jc,S,,02802_deportar.mp4
UEB,LSC0,2803,DESGASTAR DETERIORO,VERBO,Consumir o estropear algo poco a poco por el uso continuo. (RAE),SI,2 señas,SI,SI,SI,2 señas,Simétrica (tipo I),J,G,Qe,A,,02803_desgastard.mp4
UEB,LSC1,2804,DESINFECTAR,VERBO,Destruir los gérmenes patógenos o limpiar de infección un lugar. (RAE),SI,2 señas,SI,SI,SI,2 señas,Asimétrica (tipo III),Bl,Gl,Bl,,,02804_desinfecta.mp4
UEB,LSC0,2805,DESLIZAR,VERBO,Resbalar suavemente una superficie sobre otra. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,02805_deslizar.mp4
UEB,LSC0,2806,DESNUDAR,VERBO,Quitar toda la ropa a alguien o dejar al descubierto algo. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,N,,,,02806_desnudar.mp4
UEB,LSC1,2807,DISFRUTAR,VERBO,"Gozar, experimentar agrado o aprovechar con placer algo. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),N,,,,,02807_disfrutar.mp4
UEB,LSC0,2808,DISPERSAR 1,VERBO,Hacer que las cosas o personas amontonadas se extiendan en distintas direcciones. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),P,,,,,02808_dispersar1.mp4
UEB,LSC0,2809,DISPERSAR 2,VERBO,Variante de seña para diseminar o dispersar. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Qe,J,,,,02809_dispersar2.mp4
UEB,LSC0,2810,ELEGIR ESCOGER,VERBO,Seleccionar a alguien o algo entre varias opciones por preferencia. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Ta,Tb,,,,02810_elegiresco.mp4
UEB,LSC1,2811,ENCANTAR (HECHIZAR),VERBO,"Someter a la influencia de un hechizo, sortilegio o magia. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),G,,,,,02811_encantarhe.mp4
FENASCOL IV,LSC1,2812,ENCANTAR (CAUSAR PLACER),VERBO,"Gozar, fascinar o agradar sumamente a alguien. (RAE)",NO,2 señas,SI,SI,SI,2 señas,Asimétrica (tipo III),P,S,,,,02812_encantarca.mp4
FENASCOL IV,LSC0,2813,ENFLAQUECER,VERBO,"Perder carnes, adelgazar o debilitar la contextura corporal. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),J,I,,,,02813_enflaquece.mp4
FENASCOL IV,LSC0,2814,ENFRENTAR 1,VERBO,Poner frente a frente o hacer frente a un problema o rival. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),P,,,,,02814_enfrentar1.mp4
FENASCOL IV,LSC0,2815,ENFRENTAR 2,VERBO,Variante de seña para la confrontación o careo. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,02815_enfrentar2.mp4
FENASCOL IV,LSC1,2816,ENGANCHAR,VERBO,"Sujetar algo mediante un gancho, traba o atracción. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Compuestas (tipo C),P,Xe,,,,02816_enganchar.mp4
FENASCOL IV,LSC0,2817,EQUIVOCAR,VERBO,"Cometer un error, yerro o confundir un juicio o concepto. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),V,,,,,02817_equivocar.mp4
FENASCOL IV,LSC0,2818,ESCONDER (COSAS),VERBO,Poner un objeto en un lugar oculto donde no pueda ser visto ni hallado. (RAE),NO,1 seña,SI,SI,NO,1 seña,Compuestas (tipo C),Bl,P,,,,02818_esconderco.mp4
FENASCOL IV,LSC0,2819,ESCONDER (PERSONAS),VERBO,Ocultar a alguien para que no sea encontrado. (RAE),SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),Bl,Bl,B,,,02819_esconderpe.mp4
FENASCOL IV,LSC0,2820,ESCONDER (ANIMALES),VERBO,Poner a buen resguardo u ocultar animales de la vista. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),B,P,,,,02820_esconderan.mp4
FENASCOL IV,LSC0,2821,ESTALLAR,VERBO,Reventar o romperse violentamente con ruido un cuerpo bajo presión. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),O,J,,,,02821_estallar.mp4
FENASCOL IV,LSC1,2822,ESTANCAR,VERBO,Detener o parar la corriente de un líquido o el curso de un asunto. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,02822_estancar.mp4
FENASCOL IV,LSC1,2823,EXAGERAR EXAGERADO,VERBO,Dar a algo proporciones mayores o más graves de las que tiene en realidad. (RAE),NO,1 seña,SI,SI,NO,1 seña,Compuestas (tipo C),P,Gl,,,,02823_exagerarex.mp4
FENASCOL IV,LSC1,2824,EXHIBIR,VERBO,Mostrar o exponer algo públicamente para que sea visto. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,P,,,,02824_exhibir.mp4
FENASCOL IV,LSC0,2825,EXPORTAR,VERBO,Vender y enviar mercancías propias hacia otros países. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),J,S,J,S,,02825_exportar.mp4
FENASCOL IV,LSC0,2826,EXTRAÑAR,VERBO,"Echar de menos a alguien o algo, o causar extrañeza y sorpresa. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),P,X,Bl,,,02826_extrañar.mp4
FENASCOL IV,LSC0,2827,FALLAR 1,VERBO,"Cometer un fallo, error o no lograr el efecto pretendido. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),P,,,,,02827_fallar1.mp4
FENASCOL IV,LSC0,2828,FALLAR 2,VERBO,"Variante de seña para error, falla o sentencia judicial. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,Xf,,,,02828_fallar2.mp4
FENASCOL IV,LSC1,2829,FASCINAR 1,VERBO,Atraer o cautivar irresistiblemente la atención y el agrado de alguien. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,02829_fascinar1.mp4
FENASCOL IV,LSC1,2830,FASCINAR 2,VERBO,Variante de seña para fascinación o encanto profundo. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),S,,,,,02830_fascinar2.mp4
FENASCOL IV,LSC1,2831,FLOTAR,VERBO,Mantenerse un cuerpo en la superficie de un líquido sin hundirse. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),J,,,,,02831_flotar.mp4
FENASCOL IV,LSC1,2832,FORZAR,VERBO,Obligar a alguien a hacer algo contra su voluntad o vencer una resistencia. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),P,S,,,,02832_forzar.mp4
FENASCOL IV,LSC0,2833,FREIR,VERBO,Cocinar un alimento sumergiéndolo en aceite o grasa hirviendo (freír). (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Gl,,,,,02833_freir.mp4
FENASCOL IV,LSC1,2834,GRABAR (SONIDO),VERBO,Registrar sonidos o voces en un soporte magnético o digital. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),P,,,,,02834_grabarsoni.mp4
FENASCOL IV,LSC1,2835,GRABAR (VÍDEO),VERBO,Registrar imágenes en movimiento y audio en medios digitales o analógicos. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),B,U,,,,02835_grabarvide.mp4
FENASCOL IV,LSC1,2836,IMITAR,VERBO,"Obrar imitando las acciones, modales o características de otra persona o modelo. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,Jc,Qe,,,02836_imitar.mp4
FENASCOL IV,LSC1,2837,IMPONER,VERBO,"Poner una obligación, carga o castigo con autoridad o fuerza. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,S,,,,02837_imponer.mp4
FENASCOL IV,LSC1,2838,INCORPORAR,VERBO,Unir algo a otra cosa para que forme parte de un todo. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Jc,Qe,O,,,02838_incorporar.mp4
FENASCOL IV,LSC1,2839,INMISCUIR,VERBO,Meterse en asuntos ajenos o intervenir sin que le concierna. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Jc,Qe,O,,,02839_inmiscuir.mp4
FENASCOL IV,LSC0,2840,INTERPONER (INTERVENIR),VERBO,"Interceder, mediar o interponerse en un conflicto o asunto. (RAE)",SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),P,Bl,,,,02840_interponer.mp4
FENASCOL IV,LSC1,2841,INTERPONER (COLOCAR ENTRE),VERBO,Colocar un objeto o barrera entre dos cosas. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Ql,,,,,02841_interponer.mp4
FENASCOL IV,LSC1,2842,INVADIR,VERBO,Ocupar por la fuerza o irrumpir desmesuradamente en un espacio ajeno. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),J,S,,,,02842_invadir.mp4
FENASCOL IV,LSC1,2843,IRRADIAR,VERBO,"Emitir rayos, luz, energía, calor o ondas electromagnéticas. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Qe,J,,,,02843_irradiar.mp4
FENASCOL IV,LSC0,2844,IRRUMPIR,VERBO,Entrar impetuosamente y de forma imprevista en un lugar. (RAE),SI,2 señas,SI,SI,SI,2 señas,Asimétrica (tipo III),A,B,Be,,,02844_irrumpir.mp4
FENASCOL IV,LSC1,2845,JUSTIFICAR,VERBO,"Probar la inocencia, veracidad o legitimidad de un hecho con razones. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,02845_justificar.mp4
FENASCOL IV,LSC1,2846,LUCHAR,VERBO,"Combatir, batallar o esforzarse con ahínco por conseguir un fin. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),L,,,,,02846_luchar.mp4
FENASCOL IV,LSC1,2847,LUSTRAR,VERBO,Dar brillo a una superficie o calzado frotándola. (RAE),SI,2 señas,SI,SI,SI,2 señas,Asimétrica (tipo III),B,A,J,,,02847_lustrar.mp4
FENASCOL IV,LSC0,2848,MADRUGAR,VERBO,Levantarse muy temprano por la mañana. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),S,J,,,,02848_madrugar.mp4
FENASCOL IV,LSC1,2849,MANIPULAR,VERBO,"Operar con las manos o manejar un objeto, o influir taimadamente en personas. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Ul,,,,,02849_manipular.mp4
FENASCOL IV,LSC0,2850,MOJAR,VERBO,"Empapar, humedecer o bañar algo con un líquido. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Jc,,,,,02850_mojar.mp4
FENASCOL IV,LSC0,2851,OFRECER - VOLUTARIADO,VERBO,Prestar servicios de manera voluntaria y altruista sin remuneración. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),N,,,,,02851_ofrecervol.mp4
FENASCOL IV,LSC0,2852,OFRECER - OFERTA,SUSTANTIVO,Manifestar la disposición de dar o vender algo a un precio o condición. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,02852_ofrecerofe.mp4
FENASCOL IV,LSC0,2853,OPINAR - QUE PIENSA,VERBO,Manifestar el parecer o juicio personal sobre un asunto. (RAE),NO,1 seña,SI,SI,NO,1 seña,Compuestas (tipo C),P,B,,,,02853_opinarquep.mp4
FENASCOL IV,LSC1,2854,OPINAR - MANO FORMA O,VERBO,Variante gestual con configuración de mano específica para emitir una opinión. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),B,O,,,,02854_opinarmano.mp4
FENASCOL IV,LSC0,2855,OPINAR - DEDOS CERRADOS,VERBO,Variante morfológica de seña para expresar un punto de vista. (Generada Gemini),NO,1 seña,NO,NO,NO,1 seña,Asimétrica (tipo III),B,Qe,,,,02855_opinardedo.mp4
FENASCOL IV,LSC0,2856,PESAR (PERSONAS),VERBO,Determinar el peso corporal de un ser humano mediante una báscula. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),A,P,,,,02856_pesarperso.mp4
FENASCOL IV,LSC0,2857,PESAR (COSAS),VERBO,Medir la masa o peso de un objeto material. (RAE),NO,1 seña,NO,NO,NO,1 seña,Simétrica (tipo I),Bl,Bl,,,,02857_pesarcosas.mp4
FENASCOL IV,LSC1,2858,PULIR,VERBO,Alisar y dar brillo a una superficie quitando imperfecciones. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),S,,,,,02858_pulir.mp4
FENASCOL IV,LSC0,2859,RECUPERAR (OBJETOS),VERBO,Volver a hallar o tener lo que antes se había perdido. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),S,,,,,02859_recuperaro.mp4
